,Unnamed: 0,lyrics,genre
227,227,"Real love and devotion, with sight and touch,",Rock
228,228,"Real love and emotion, with sight and touch,",Rock
229,229,"Real love and devotion, before the modern world;",Rock
230,230,"And now we live in a two by four,",Rock
231,231,"Never going outside through the door,",Rock
232,232,"They're watching us on the video line,",Rock
233,233,"But we sit and wait until the night,",Rock
234,234,"And in the night, we have",Rock
235,235,"Sweet love and devotion, with sight and touch,",Rock
236,236,"Real love and emotion, with sight and touch,",Rock
237,237,"Sweet love and devotion, in such a modern world;",Rock
238,238,"We're never going to be lonely, with sight and touch,",Rock
239,239,"We're never going to be lonely, with sight and touch,",Rock
240,240,We're never going to be lonely in such a modern world,Rock
241,241,"Verse1:Dont aint like you dont know about me i konw you herd about me E-V-E, my nigga nothin's chaged dont eva try to doubt me.Im'a keep it coming bangin, what would you do without me.People think im playin betta' get ready cause im coming heavy.I just left before bitch, but now im back up in it had to get back in the game to deal with some unfinished businsse.What you thougth i gave it up like i was done and over,guess i 'done fucked up your luck,hope you find a four-feaf clover.",Hip-Hop
242,242,"Chours:All yall should know my name E-V-E,aint nothing changed.",Hip-Hop
243,243,(3x's),Hip-Hop
244,244,"All yall should,All yall should,All yall should",Hip-Hop
245,245,"Versr2:See they eyes pop wide,they was waiting for me trying figuer out waht im doin this time. Haters ready to cry, comeing back really ready, even betta than before the first time. And i feel alive, how could i not, still got my stop im making while you be hopeing you can feel in my slot. Baby girl gota' stop 'hem dreams, got'a understand that i aint been bought up by the blocks and steams.I know you sitting ,waiting contaplateing all the ways you plan on stoping eve. Well i understand and i know its fusstraing but you been a fan love me from the first teaste, so you can give it up watch while i live it up cause im never leaveing permamently, myspace.",Hip-Hop
246,246,Chours,Hip-Hop
247,247,"Break:Who they sppose to be,them niggas they know me get your head rigth 'for you come fuckin wit' E-V-E",Hip-Hop
248,248,(2xs),Hip-Hop
249,249,Chours Out,Hip-Hop
250,250,"Out of the tree of life, I just picked me a plum",Jazz
251,251,You came along and everything started to hum,Jazz
252,252,"Still it's a real good bet, the best is yet to come",Jazz
253,253,"The best is yet to come, and won't that be fine",Jazz
254,254,"You think you've seen the sun, but you ain't seen it shine",Jazz
255,255,Wait till the warm-up is underway,Jazz
256,256,Wait till out lips have met,Jazz
257,257,Wait till you see that sunshine day,Jazz
258,258,You ain't seen nothin' yet,Jazz
259,259,"The best is yet to come, and won't that be fine",Jazz
260,260,"The best is yet to come, come the day that your mine",Jazz
261,261,Come the day that your mine,Jazz
262,262,I'm gonna teach you to fly,Jazz
263,263,We've only tasted the wine,Jazz
264,264,We're gonna drain that cup dry,Jazz
265,265,"Wait till your charms are right, for the arms to surround",Jazz
266,266,"You think you've flown before, but you ain't left the ground",Jazz
267,267,Wait till you're locked in my embrace,Jazz
268,268,Wait till I hold you near,Jazz
269,269,Wait till you see that sunshine place,Jazz
270,270,There ain't nothin' like it here,Jazz
271,271,"The best is yet to come, and won't that be fine",Jazz
272,272,"The best is yet to come, come the day that your mine",Jazz
273,273,I just came back from a lovely trip along the Milky Way,Jazz
274,274,Stopped off at the North Pole to spend a holiday,Jazz
275,275,I called on dear old Santa Claus,Jazz
276,276,To see what I could see,Jazz
277,277,He took me to his workshop,Jazz
278,278,"And told his plans to me, so",Jazz
279,279,[Chorus],Jazz
280,280,"You better watch out, you better not cry",Jazz
281,281,"Better not pout, I'm telling you why",Jazz
282,282,Santa Claus is comin' to town,Jazz
283,283,He's making a list and checking it twice,Jazz
284,284,Gonna find out who's naughty and nice,Jazz
285,285,Santa Claus is comin' to town,Jazz
286,286,He sees you when you're sleepin',Jazz
287,287,He knows when you're a wake,Jazz
288,288,He knows if you've been bad or good,Jazz
289,289,So be good for goodness sake,Jazz
290,290,"Oh! You better watch out, you better not cry",Jazz
291,291,"Better not pout, I'm telling you why",Jazz
292,292,Santa Claus is comin' to town,Jazz
293,293,With little tin horns and little toy drums,Jazz
294,294,Rooty toot toots and rummy tum tums,Jazz
295,295,Santa Claus is comin' to town,Jazz
296,296,And curly head dolls that toddle and coo,Jazz
297,297,"Elephants, boats, and kiddie cars too",Jazz
298,298,Santa Claus is comin' to town,Jazz
299,299,Then kids in Girl and Boy land will have a jubilee,Jazz
300,300,They're gonna build a Toyland all around the Christmas tree,Jazz
301,301,"So! You better watch out, you better not cry",Jazz
302,302,"Better not pout, I'm telling you why",Jazz
303,303,Santa Claus is comin' to town,Jazz
304,304,"Now Santa is a busy man, He has no time to play",Jazz
305,305,He's got millions of stockings to fill on Christmas day,Jazz
306,306,You'd better write your letter now,Jazz
307,307,And mail it right away,Jazz
308,308,Because he's getting ready,Jazz
309,309,His reindeer's and his sleigh. So,Jazz
310,310,[Chorus],Jazz
311,311,With little tin horns and little toy drums,Jazz
312,312,Rooty toot toots and rummy tum tums,Jazz
313,313,Santa Claus is comin' to town,Jazz
314,314,And curly head dolls that toddle and coo,Jazz
315,315,"Elephants, boats, and kiddie cars too",Jazz
316,316,Santa Claus is comin' to town,Jazz
317,317,Then kids in Girl and Boy land will have a jubilee,Jazz
318,318,They're gonna build a Toyland all around the Christmas tree,Jazz
319,319,"So! You better watch out, you better not cry",Jazz
320,320,"Better not pout, I'm telling you why",Jazz
321,321,Santa Claus is comin' to town,Jazz
322,322,"He said: ""I don't want to be exclusive""",Rock
323,323,Just at the top of the list,Rock
324,324,"He said: ""I'm tired of being famous""",Rock
325,325,I just want to be elusive,Rock
326,326,You can't see what I see,Rock
327,327,No lights on the mystery,Rock
328,328,Buputa says you like to sell your hardware,Rock
329,329,You could probably do with some new insight,Rock
330,330,Sell yourself thin around too many people,Rock
331,331,"He said: ""I don't want to be anointed""",Rock
332,332,Like other saints before me,Rock
333,333,"He said: ""I'm so good at being famous""",Rock
334,334,I never make the blacklist,Rock
335,335,You can't see what I see,Rock
336,336,No lights on the mystery,Rock
337,337,Buputa says you like to sell your hardware,Rock
338,338,You could probably do with some new insight,Rock
339,339,Sell yourself thin around too many people,Rock
340,340,Sell yourself thin around too many people,Rock
341,341,"Sell yourself around, yourself around",Rock
342,342,You can't see what I see,Rock
343,343,No lights on the mystery,Rock
344,344,Buputa says you like to sell your hardware,Rock
345,345,You could probably do with some new insight,Rock
346,346,Sell yourself thin around too many people,Rock
347,347,Sell yourself thin around too many people,Rock
348,348,Sell yourself thin around too many people,Rock
349,349,Sell yourself thin around too many people,Rock
350,350,Sell yourself around,Rock
351,351,"Well the check's in the mail, might get there by Monday",Rock
352,352,"And I got two children, I might see them one day",Rock
353,353,And I keep on drinking even though I quit,Rock
354,354,Sobriety'd be fine if I got the hang of it,Rock
355,355,And I done things I ain't told nobody,Rock
356,356,A heart once peaceful and dry has turned muddy,Rock
357,357,And perfection's nowhere in sight,Rock
358,358,Chorus:,Rock
359,359,Everything is all right,Rock
360,360,Everything is all right,Rock
361,361,So the snow starts to falling somewhere around midnight,Rock
362,362,But I ain't driving so I guess I'm all right,Rock
363,363,And I got a letter today from an old friend,Rock
364,364,And he told me he was a single man again.,Rock
365,365,And I got people and places to choose,Rock
366,366,"The size of my women, the price of my booze",Rock
367,367,And who I'll go home with tonight,Rock
368,368,Chorus,Rock
369,369,Well I got some sad regrets,Rock
370,370,Things I won't soon forget,Rock
371,371,But I'll still sail to the sunset,Rock
372,372,Tonight,Rock
373,373,Chorus,Rock
374,374,"You take a bus marked ""Lakewood Drive""",Rock
375,375,And you keep on drivin' till you're out of the city,Rock
376,376,Where the air is fine with the sweet smellin pine,Rock
377,377,And the countryside's pretty,Rock
378,378,And you'll see daffodils peepin over,Rock
379,379,The hills or a honey lovin' mama bear,Rock
380,380,You just take a left at the bridge,Rock
381,381,Go down to Quakerforn Ridge,Rock
382,382,And in a minute you're there,Rock
383,383,(Dupe do be do do do ),Rock
384,384,Indian Lake is a scene,Rock
385,385,You should make with your little one,Rock
386,386,Keep it in mind if you're lookin to find,Rock
387,387,A place in the summer sun,Rock
388,388,Swim in the cove have a snack in the grove,Rock
389,389,Or you can rent a canoe at Indian Lake,Rock
390,390,You'll be able to make the way the Indians do,Rock
391,391,"Boy with no name, he was only 18",R&B
392,392,Never lughed to much,R&B
393,393,Hated the monarchy,R&B
394,394,Yes he hated the queen,R&B
395,395,Real antisocial and he acted real mean,R&B
396,396,Was he in a dream?,R&B
397,397,Dowsing her lights was in,R&B
398,398,In his dreams,R&B
399,399,"Rumpa, rumpa, rumpa, hey, hey",R&B
400,400,"Rumpa, rumpa",R&B
401,401,"Rumpa, rumpa, rumpa, hey, hey",R&B
402,402,"Rumpa, rumpa",R&B
403,403,So full of hate and full of fury,R&B
404,404,To tell you a story,R&B
405,405,You would say,R&B
406,406,He was a one man jury,R&B
407,407,Catalogue of anger posted through your door,R&B
408,408,"Your door, your door, your door",R&B
409,409,A chance would come to even the score,R&B
410,410,Stole a gun and he stole a car,R&B
411,411,"Oh boy, oh boy",R&B
412,412,With a pretty doll he would go far,R&B
413,413,Down to london where the bright lights are,R&B
414,414,"Lights are, lights are, lights are",R&B
415,415,And i say,R&B
416,416,The mission his decision,R&B
417,417,"Them crazy, them crazy -",Rock
418,418,we gonna chase those crazy,Rock
419,419,baldheads out of town;,Rock
420,420,chase those crazy baldheads,Rock
421,421,out of our town.,Rock
422,422,I'n'i build a cabin;,Rock
423,423,i'n'i plant the corn;,Rock
424,424,didn't my people before me,Rock
425,425,slave for this country?,Rock
426,426,"now you look me with that scorn,",Rock
427,427,then you eat up all my corn.,Rock
428,428,We gonna chase those crazy -,Rock
429,429,chase them crazy -,Rock
430,430,chase those crazy baldheads out of town!,Rock
431,431,---,Rock
432,432,(scat singing),Rock
433,433,---,Rock
434,434,"build your penitentiary, we build your schools,",Rock
435,435,brainwash education to make us the fools.,Rock
436,436,"hate is your reward for our love,",Rock
437,437,telling us of your god above.,Rock
438,438,We gonna chase those crazy -,Rock
439,439,chase those crazy bunkheads -,Rock
440,440,chase those crazy baldheads out of the yown!,Rock
441,441,---,Rock
442,442,(instrumental break),Rock
443,443,---,Rock
444,444,we gonna chase those crazy -,Rock
445,445,chase those crazy bunkheads -,Rock
446,446,chase those crazy baldheads out of the yown!,Rock
447,447,Here comes the conman,Rock
448,448,coming with his con plan.,Rock
449,449,we won't take no bribe;,Rock
450,450,we've got [to] stay alive.,Rock
451,451,We gonna chase those crazy -,Rock
452,452,chase those crazy baldheads -,Rock
453,453,chase those crazy baldheads out of the yown.,Rock
454,454,I've been enchained,Rock
455,455,She got shackles on me,Rock
456,456,That woman to blame,Rock
457,457,For the hell and misery,Rock
458,458,Can't find my way out of here,Rock
459,459,Shoot me down in a burnin' fear,Rock
460,460,Going down for a stretch of years,Rock
461,461,Way down below,Rock
462,462,"I'm deep in, deep in",Rock
463,463,Deep in the hole,Rock
464,464,"Deep in, deep in",Rock
465,465,Deep in the hole,Rock
466,466,"I'm down in, down in",Rock
467,467,Down in the hole,Rock
468,468,"Well I'm deep in, deep in",Rock
469,469,That woman got me deep in the hole,Rock
470,470,I'm sinkin' down,Rock
471,471,She got me down on the floor,Rock
472,472,Can't touch both walls,Rock
473,473,The further down I go,Rock
474,474,Pulls the string on my riding bow,Rock
475,475,Makes me sing when she find my load,Rock
476,476,Ain't no slave you do what you're told,Rock
477,477,You sold your soul,Rock
478,478,"I'm deep in, deep in",Rock
479,479,Deep in the hole,Rock
480,480,"Deep in, deep in",Rock
481,481,Deep in the hole,Rock
482,482,"I'm down in, down in",Rock
483,483,Down in the hole,Rock
484,484,"Well I'm deep in, deep in",Rock
485,485,That woman got me deep in the hole,Rock
486,486,"I'm deep in, deep in",Rock
487,487,Deep in the hole,Rock
488,488,"Deep in, deep in",Rock
489,489,Deep in the hole,Rock
490,490,"I'm down in, down in",Rock
491,491,Down in the hole,Rock
492,492,"I'm deep in, deep in",Rock
493,493,Deep in the hole,Rock
494,494,"Deep in the hole, firing your load",Rock
495,495,"Deep in the hole, save your soul",Rock
496,496,"Deep in, deep in",Rock
497,497,Deep in the hole,Rock
498,498,"Deep in, deep in",Rock
499,499,That woman got me deep in the hole,Rock
500,500,Deep in the hole,Rock
501,501,Deep in the hole,Rock
502,502,I'm deep in the hole,Rock
503,503,Just tell em' to mind their buisness,Pop
504,504,Just tell em' to mind their buisness,Pop
505,505,Just tell em' to mind their buisness,Pop
506,506,Can you,Pop
507,507,Just tell em' to mind their buisness,Pop
508,508,Just tell em' to mind their buisness,Pop
509,509,Just tell em' to mind their buisness,Pop
510,510,"Can you stop,",Pop
511,511,stop talking to your two friends about us,Pop
512,512,They don't know about us,Pop
513,513,They don't know what's going on,Pop
514,514,"Stop, stop calling them after we argue",Pop
515,515,"you, you're not thinking are you",Pop
516,516,this can go no way but wrong,Pop
517,517,"and I, I won't try to make this right with you",Pop
518,518,"If I'm, the bad guy",Pop
519,519,every time we fight they're in your ear,Pop
520,520,with the drama,Pop
521,521,Quick to tell you Imma do you wrong,Pop
522,522,Baby they need to get gone,Pop
523,523,And you need to,Pop
524,524,Let our business be,Pop
525,525,Between you and me,Pop
526,526,Don't tell nobody,Pop
527,527,They don't need to know how we do,Pop
528,528,If you're mad at me,Pop
529,529,Just be mad at me,Pop
530,530,But let our business be keep me and you,Pop
531,531,Between me and you,Pop
532,532,It's our problem,Pop
533,533,should not be conversation,Pop
534,534,For your lonely homegirls,Pop
535,535,All they doing is hating,Pop
536,536,They don't wanna see you,Pop
537,537,happy and all in love,Pop
538,538,They wanna break us up,Pop
539,539,So they can be the one,Pop
540,540,"and I, I won't try to make this right with you",Pop
541,541,"If I'm, the bad guy",Pop
542,542,every time we fight they're in your ear,Pop
543,543,with the drama,Pop
544,544,Quick to tell you I'm gon do you wrong,Pop
545,545,Baby they need to get gone,Pop
546,546,And you need to,Pop
547,547,Let our business be,Pop
548,548,Between you and me,Pop
549,549,Don't tell nobody,Pop
550,550,They don't need to know how we do,Pop
551,551,If you're mad at me,Pop
552,552,Just be mad at me,Pop
553,553,But let our business be keep me and you,Pop
554,554,Between me and you,Pop
555,555,And it won't get any better,Pop
556,556,If we keep including people who,Pop
557,557,Don't want us together,Pop
558,558,Boy it's you and me,Pop
559,559,Leave everybody,Pop
560,560,On the outside,Pop
561,561,We'll be all right,Pop
562,562,Just tell em' to mind their buisness,Pop
563,563,Just tell em' to mind their buisness,Pop
564,564,Just tell em' to mind their buisness,Pop
565,565,Whoa ooh oh,Pop
566,566,Just tell em' to mind their buisness,Pop
567,567,Just tell em' to mind their buisness,Pop
568,568,Just tell em' to mind their buisness,Pop
569,569,Let our business be,Pop
570,570,Between you and me,Pop
571,571,Don't tell nobody,Pop
572,572,They don't need to know how we do,Pop
573,573,If you're mad at me,Pop
574,574,Just be mad at me,Pop
575,575,But let our business be keep me and you,Pop
576,576,Between me and you,Pop
577,577,(repeat),Pop
578,578,"What you say, what you mean",Rock
579,579,And the space between those words,Rock
580,580,"What you know, anymore",Rock
581,581,I don't think so anymore,Rock
582,582,"What you say, what you mean",Rock
583,583,And the distance that's between,Rock
584,584,"Those two words, anymore",Rock
585,585,I don't think so anymore,Rock
586,586,"What you say, what you mean",Rock
587,587,I don't think so anymore,Rock
588,588,"Anymore, time between",Rock
589,589,What you say and what you mean,Rock
590,590,I need more,Rock
591,591,To talk to you so bad,Rock
592,592,So bad I could,Rock
593,593,"Cry again, just like last time",Rock
594,594,"Don't cry any more, I don't mind",Rock
595,595,It's a waste of time,Rock
596,596,"Don't need anymore, time between",Rock
597,597,"Between those words, you and me",Rock
598,598,"Time between you and me, anymore",Rock
599,599,"Anymore, time between, I don't think so any more",Rock
600,600,"Time between, what'd you say",Rock
601,601,I don't think so anymore,Rock
602,602,"I need more, you need",Rock
603,603,More is what you say,Rock
604,604,Anymore (I'll go away),Rock
605,605,"Sick of yourself, sick of yourself",Rock
606,606,Sick of being someone else,Rock
607,607,"I'm sick of myself, sick of",Rock
608,608,"Everything I am, any",Rock
609,609,"Time between, you and, everything",Rock
610,610,"Time between, you and, this",Rock
611,611,"Look at me, look at me",Rock
612,612,I'm as useless as can be,Rock
613,613,"No time anymore, not tired anymore",Rock
614,614,Tired of what you see in me,Rock
615,615,"Time between, you and me",Rock
616,616,Time between two words any more,Rock
617,617,"Not anymore, not anymore",Rock
618,618,It's the time between you and me,Rock
619,619,"Not any more, not any more",Rock
620,620,It's the time between you and me,Rock
621,621,Any more,Rock
622,622,I look back now Faded memory I could never Be free I held back now And paid dearly I could never Be free Started running And just kept running,Rock
623,623,Got hit from the fall Now I don't want To feel this way again Should have let go Long ago Try to look back now But I don't want to See the way I've been Don't know where to start,Rock
624,624,I.,Rock
625,625,the moon is sparkling silver,Rock
626,626,so high over him,Rock
627,627,the air is standing still,Rock
628,628,"he will make it, yes he will",Rock
629,629,B:,Rock
630,630,he believes in his body,Rock
631,631,in himself,Rock
632,632,when he dives,Rock
633,633,B2:,Rock
634,634,his needs,Rock
635,635,perfection,Rock
636,636,his speed,Rock
637,637,CH:,Rock
638,638,1.000.000 TIMES FORWARD,Rock
639,639,1.000.000 TIMES DANGER ON HIS BACK,Rock
640,640,1.000.000 TIMES FORWARD,Rock
641,641,1.000.000 TIMES INTO THE SKY,Rock
642,642,II.,Rock
643,643,the sun is sparkling gold,Rock
644,644,and the secret is still untold he knows,Rock
645,645,there's so much more to learn - to fly,Rock
646,646,will he ever have the time,Rock
647,647,B:,Rock
648,648,he believes in his body,Rock
649,649,in himself,Rock
650,650,when he flies,Rock
651,651,B2:,Rock
652,652,his needs,Rock
653,653,perfection,Rock
654,654,his speed,Rock
655,655,Zw:,Rock
656,656,there's more in my life he says,Rock
657,657,there's more on my mind he says,Rock
658,658,no limits for me,Rock
659,659,When troubles got you down,Rock
660,660,And sorrow's all around,Rock
661,661,if you think your loves all been in vain,Rock
662,662,just cry to end the pain.,Rock
663,663,"Please keep the faith, we need it.",Rock
664,664,You look for a way out,Rock
665,665,of this sea of doubt.,Rock
